fnum;f_id;aj;bnr;ba;koorx;koory;ahc;dec;d1;d2;dh2;htot;kag;ic1;ic2;ic3;ic4;ic5;ic6;bem;cond;fid_bid;fid_bid_aj;ahc_dec
CHOR05;5;2012;209;411;55.4;34.5;1;1;121;129;NA;NA;NA;3;2;2;5;6;4;F2,G1;5_209;5_209;5_209_2012;11
CHOR05;5;2006;210;101;52.8;32.3;2;2;360;340;NA;NA;NA;1;1;1;4;4;6;;5_209;5_210;5_210_2006;22
CHOR05;5;2006;211;411;59.7;30.3;1;1;105;110;NA;NA;NA;3;2;2;5;6;4;;5_210;5_211;5_211_2006;11
CHOR05;5;2012;211;411;59.7;30.3;1;1;121;123;NA;NA;NA;3;1;1;5;6;4;;5_211;5_211;5_211_2012;11
CHOR05;5;2006;212;411;59.8;30.2;1;1;75;72;NA;NA;NA;3;2;3;5;6;4;;5_211;5_212;5_212_2006;11
CHOR05;5;2012;212;411;59.8;30.2;1;1;82;85;NA;NA;NA;3;1;2;5;6;4;;5_212;5_212;5_212_2012;11
CHOR05;5;2006;213;411;60.2;38.1;1;1;111;118;5;11.2;1.6;3;2;2;5;6;4;;5_212;5_213;5_213_2006;11
CHOR05;5;2012;213;411;60.2;38.1;1;1;142;147;8;12;1.5;3;1;2;5;6;4;;5_213;5_213;5_213_2012;11
CHOR05;5;2006;214;101;61.2;35.6;2;2;170;175;NA;NA;NA;2;2;2;5;5;6;;5_213;5_214;5_214_2006;22
CHOR05;5;2006;215;411;65.5;32.7;1;1;229;222;NA;NA;NA;2;2;2;5;6;4;F7;5_214;5_215;5_215_2006;11
CHOR05;5;2012;215;411;65.5;32.7;1;1;245;231;NA;NA;NA;2;1;1;5;6;4;;5_215;5_215;5_215_2012;11
CHOR05;5;2006;216;101;65.6;30.8;2;2;536;500;NA;NA;NA;1;1;1;4;4;6;F3;5_215;5_216;5_216_2006;22
CHOR05;5;2006;217;101;63.1;38.7;2;2;440;450;NA;NA;NA;1;1;1;4;4;6;F3;5_216;5_217;5_217_2006;22
CHOR05;5;2006;218;101;64.6;38.4;3;7;275;262;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_217;5_218;5_218_2006;37
CHOR05;5;2012;218;101;64.6;38.4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_218;5_218;5_218_2012;99
CHOR05;5;2006;219;101;69.3;36;3;7;200;216;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_218;5_219;5_219_2006;37
CHOR05;5;2012;219;101;69.3;36;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_219;5_219;5_219_2012;99
CHOR05;5;2006;220;411;74.7;33;1;1;246;250;NA;NA;NA;2;2;2;5;6;4;F7;5_219;5_220;5_220_2006;11
CHOR05;5;2012;220;411;74.7;33;1;1;252;250;NA;NA;NA;1;1;1;4;4;6;;5_220;5_220;5_220_2012;11
CHOR05;5;2006;221;101;78;33;1;1;525;515;NA;NA;NA;1;1;1;4;4;6;F3;5_220;5_221;5_221_2006;11
CHOR05;5;2012;221;101;78;33;1;1;525;516;NA;NA;NA;1;1;1;4;4;6;;5_221;5_221;5_221_2012;11
CHOR05;5;2006;222;101;79.7;34.4;1;1;302;330;NA;NA;NA;1;1;1;4;4;6;F3;5_221;5_222;5_222_2006;11
CHOR05;5;2012;222;101;79.7;34.4;1;1;315;330;NA;NA;NA;1;1;1;4;4;6;;5_222;5_222;5_222_2012;11
CHOR05;5;2006;223;101;81.8;34.4;1;1;438;481;NA;NA;NA;1;1;1;4;4;6;F3;5_222;5_223;5_223_2006;11
CHOR05;5;2012;223;101;81.8;34.4;1;1;440;480;NA;NA;NA;1;1;1;4;4;6;;5_223;5_223;5_223_2012;11
CHOR05;5;2006;224;101;84.4;30.7;2;2;300;308;NA;NA;NA;NA;NA;NA;NA;NA;NA;G2-2, F3;5_223;5_224;5_224_2006;22
CHOR05;5;2006;225;101;85.5;32.8;2;2;211;211;NA;NA;NA;1;3;2;6;5;6;F3, S0, S4;5_224;5_225;5_225_2006;22
CHOR05;5;2006;226;101;84.7;39.9;2;2;418;410;NA;NA;NA;1;1;1;4;4;6;F3;5_225;5_226;5_226_2006;22
CHOR05;5;2006;227;101;86.5;39;1;1;425;466;NA;NA;NA;1;3;1;6;4;6;F3, S0, S4;5_226;5_227;5_227_2006;11
CHOR05;5;2012;227;101;86.5;39;1;1;428;466;NA;NA;NA;1;2;1;5;4;6;S21;5_227;5_227;5_227_2012;11
CHOR05;5;2006;228;101;88.5;38;3;6;310;320;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_227;5_228;5_228_2006;36
CHOR05;5;2012;228;101;88.5;38;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_228;5_228;5_228_2012;99
CHOR05;5;2006;229;101;89.4;37.9;1;1;499;507;NA;NA;NA;1;1;1;4;4;6;F3;5_228;5_229;5_229_2006;11
CHOR05;5;2012;229;101;89.4;37.9;1;1;500;510;NA;NA;NA;1;1;1;4;4;6;;5_229;5_229;5_229_2012;11
CHOR05;5;2006;230;101;89.1;35.6;1;1;330;320;NA;NA;NA;1;3;2;6;5;6;F3, F6, P4, P2;5_229;5_230;5_230_2006;11
CHOR05;5;2012;230;101;89.1;35.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_230;5_230;5_230_2012;44
CHOR05;5;2006;231;101;92.6;33;1;1;451;440;NA;NA;NA;1;1;1;4;4;6;F3;5_230;5_231;5_231_2006;11
CHOR05;5;2012;231;101;92.6;33;3;6;450;440;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_231;5_231;5_231_2012;36
CHOR05;5;2006;232;101;93.85;31.5;1;1;445;430;NA;NA;NA;1;1;1;4;4;6;F3, S0;5_231;5_232;5_232_2006;11
CHOR05;5;2012;232;101;93.85;31.5;3;6;445;432;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_232;5_232;5_232_2012;36
CHOR05;5;2006;233;101;95.5;36.6;3;5;350;368;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_232;5_233;5_233_2006;35
CHOR05;5;2012;233;101;95.5;36.6;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_233;5_233;5_233_2012;99
CHOR05;5;2006;234;101;95.4;38.3;1;1;298;253;NA;NA;NA;1;1;2;4;4;6;F3;5_233;5_234;5_234_2006;11
CHOR05;5;2012;234;101;95.4;38.3;1;1;300;255;NA;NA;NA;1;1;2;4;4;6;F3;5_234;5_234;5_234_2012;11
CHOR05;5;2006;235;101;98.1;31.9;1;1;440;455;NA;NA;NA;1;3;1;6;4;6;F3, P2, P4;5_234;5_235;5_235_2006;11
CHOR05;5;2012;235;101;98.1;31.9;3;6;440;445;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_235;5_235;5_235_2012;36
CHOR05;5;2006;236;411;98.4;38;1;1;110;110;NA;NA;NA;3;3;3;5;6;4;F2;5_235;5_236;5_236_2006;11
CHOR05;5;2012;236;411;98.4;38;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_236;5_236;5_236_2012;44
CHOR05;5;2006;237;101;98.2;41.1;1;1;480;480;NA;NA;NA;1;3;1;6;4;6;F3, P2, F6;5_236;5_237;5_237_2006;11
CHOR05;5;2012;237;101;98.2;41.1;1;1;482;482;NA;NA;NA;1;1;1;4;4;6;;5_237;5_237;5_237_2012;11
CHOR05;5;2006;238;121;97.9;48.2;1;1;620;635;NA;NA;NA;1;1;1;4;5;6;F2,F6;5_237;5_238;5_238_2006;11
CHOR05;5;2012;238;121;97.9;48.2;1;1;622;640;NA;NA;NA;1;1;1;4;4;6;;5_238;5_238;5_238_2012;11
CHOR05;5;2006;239;411;92.8;45;1;1;90;90;NA;NA;NA;3;2;2;5;6;4;F3;5_238;5_239;5_239_2006;11
CHOR05;5;2012;239;411;92.8;45;1;1;108;112;NA;NA;NA;3;2;3;5;6;4;G1;5_239;5_239;5_239_2012;11
CHOR05;5;2006;240;101;92;45.4;1;1;325;327;NA;NA;NA;1;1;1;4;4;6;F3;5_239;5_240;5_240_2006;11
CHOR05;5;2012;240;101;92;45.4;1;1;330;330;NA;NA;NA;1;1;1;4;4;6;;5_240;5_240;5_240_2012;11
CHOR05;5;2006;241;101;90.3;47.8;1;1;378;410;NA;NA;NA;1;1;1;4;4;6;F3;5_240;5_241;5_241_2006;11
CHOR05;5;2012;241;101;90.3;47.8;1;1;380;410;NA;NA;NA;1;1;1;4;4;6;;5_241;5_241;5_241_2012;11
CHOR05;5;2006;242;411;89;40.7;1;1;128;131;NA;NA;NA;3;2;2;5;5;4;;5_241;5_242;5_242_2006;11
CHOR05;5;2012;242;411;89;40.7;1;1;142;142;NA;NA;NA;2;1;2;5;6;4;;5_242;5_242;5_242_2012;11
CHOR05;5;2006;243;101;83.1;46.7;2;2;295;292;NA;NA;NA;1;1;2;4;4;6;F3;5_242;5_243;5_243_2006;22
CHOR05;5;2006;244;101;82.3;43.2;3;7;275;268;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_243;5_244;5_244_2006;37
CHOR05;5;2012;244;101;82.3;43.2;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_244;5_244;5_244_2012;99
CHOR05;5;2006;245;101;82.4;48.3;3;7;150;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_244;5_245;5_245_2006;37
CHOR05;5;2012;245;101;82.4;48.3;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_245;5_245;5_245_2012;99
CHOR05;5;2006;246;101;82.2;41.8;1;1;420;408;NA;NA;NA;1;1;1;4;4;6;F3;5_245;5_246;5_246_2006;11
CHOR05;5;2012;246;101;82.2;41.8;1;1;440;440;NA;NA;NA;1;1;1;4;4;6;;5_246;5_246;5_246_2012;11
CHOR05;5;2006;247;101;82.5;49.5;2;2;326;321;NA;NA;NA;1;1;2;4;4;6;F3;5_246;5_247;5_247_2006;22
CHOR05;5;2006;248;411;82.6;49.7;1;1;70;70;NA;NA;NA;3;2;3;5;6;4;;5_247;5_248;5_248_2006;11
CHOR05;5;2012;248;411;82.6;49.7;1;1;82;85;NA;NA;NA;3;3;3;5;6;4;G52;5_248;5_248;5_248_2012;11
CHOR05;5;2006;249;121;81.2;49.9;1;1;341;328;NA;NA;NA;1;2;2;5;5;6;F7, F3;5_248;5_249;5_249_2006;11
CHOR05;5;2012;249;121;81.2;49.9;3;8;340;330;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_249;5_249;5_249_2012;38
CHOR05;5;2006;250;101;77.1;40.9;1;1;340;321;NA;NA;NA;1;1;1;4;4;6;;5_249;5_250;5_250_2006;11
CHOR05;5;2012;250;101;77.1;40.9;1;1;342;325;NA;NA;NA;1;1;1;4;4;6;;5_250;5_250;5_250_2012;11
CHOR05;5;2006;251;101;78.7;48.8;3;8;340;320;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_250;5_251;5_251_2006;38
CHOR05;5;2012;251;101;78.7;48.8;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_251;5_251;5_251_2012;99
CHOR05;5;2006;252;101;78;44.6;1;1;453;445;NA;NA;NA;1;3;1;6;4;6;F3, P2;5_251;5_252;5_252_2006;11
CHOR05;5;2012;252;101;78;44.6;1;1;452;450;NA;NA;NA;1;1;1;4;4;6;;5_252;5_252;5_252_2012;11
CHOR05;5;2006;253;101;77.3;45.6;3;7;260;252;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_252;5_253;5_253_2006;37
CHOR05;5;2012;253;101;77.3;45.6;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_253;5_253;5_253_2012;99
CHOR05;5;2006;254;101;76.8;47.3;3;7;185;176;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_253;5_254;5_254_2006;37
CHOR05;5;2012;254;101;76.8;47.3;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_254;5_254;5_254_2012;99
CHOR05;5;2006;255;101;76.7;48.6;3;8;330;346;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_254;5_255;5_255_2006;38
CHOR05;5;2012;255;101;76.7;48.6;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_255;5_255;5_255_2012;99
CHOR05;5;2006;256;101;75.6;48.7;1;1;366;371;NA;NA;NA;1;1;1;4;4;6;F3;5_255;5_256;5_256_2006;11
CHOR05;5;2012;256;101;75.6;48.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_256;5_256;5_256_2012;44
CHOR05;5;2006;257;441;72.4;41.8;1;1;328;290;NA;NA;NA;1;2;2;5;6;5;F3;5_256;5_257;5_257_2006;11
CHOR05;5;2012;257;441;72.4;41.8;1;1;295;338;NA;NA;NA;2;1;2;5;6;5;;5_257;5_257;5_257_2012;11
CHOR05;5;2006;258;101;72.2;44.2;2;2;420;455;33;36.6;27.1;1;1;1;4;4;6;F3;5_257;5_258;5_258_2006;22
CHOR05;5;2006;259;101;70.5;47.3;1;1;391;411;NA;NA;NA;1;1;1;4;4;6;F3;5_258;5_259;5_259_2006;11
CHOR05;5;2012;259;101;70.5;47.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_259;5_259;5_259_2012;44
CHOR05;5;2006;260;101;66.6;41.2;2;2;581;580;NA;NA;NA;1;1;1;4;4;6;F3;5_259;5_260;5_260_2006;22
CHOR05;5;2006;261;101;67.6;42;2;2;430;460;38;39.2;27.1;1;1;1;4;4;6;F3;5_260;5_261;5_261_2006;22
CHOR05;5;2006;262;411;69.5;47.9;1;1;128;121;NA;NA;NA;3;2;1;5;6;4;;5_261;5_262;5_262_2006;11
CHOR05;5;2012;262;411;69.5;47.9;1;1;145;147;NA;NA;NA;3;1;2;5;6;4;;5_262;5_262;5_262_2012;11
CHOR05;5;2006;263;411;66.9;46;1;1;84;86;NA;NA;NA;3;2;2;5;6;4;;5_262;5_263;5_263_2006;11
CHOR05;5;2012;263;411;66.9;46;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_263;5_263;5_263_2012;44
CHOR05;5;2006;264;101;68.5;49.5;1;1;260;253;NA;NA;NA;1;2;2;5;5;6;F3;5_263;5_264;5_264_2006;11
CHOR05;5;2012;264;101;68.5;49.5;1;1;262;259;NA;NA;NA;1;3;3;6;5;4;P2,S4;5_264;5_264;5_264_2012;11
CHOR05;5;2006;265;101;65.5;48.4;1;1;641;640;NA;NA;NA;1;1;1;4;4;6;F3;5_264;5_265;5_265_2006;11
CHOR05;5;2012;265;101;65.5;48.4;1;1;640;645;NA;NA;NA;1;1;1;4;4;6;;5_265;5_265;5_265_2012;11
CHOR05;5;2006;266;411;62.1;44.2;1;1;178;185;NA;NA;NA;2;3;2;5;6;4;P4, F7;5_265;5_266;5_266_2006;11
CHOR05;5;2012;266;411;62.1;44.2;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_266;5_266;5_266_2012;35
CHOR05;5;2006;267;101;60.5;43.5;1;1;476;471;NA;NA;NA;1;1;1;4;4;6;F3;5_266;5_267;5_267_2006;11
CHOR05;5;2012;267;101;60.5;43.5;1;1;480;470;38;41;27;1;3;1;6;4;6;;5_267;5_267;5_267_2012;11
CHOR05;5;2006;268;101;60.3;46.7;1;1;430;398;NA;NA;NA;1;1;1;4;4;6;F3;5_267;5_268;5_268_2006;11
CHOR05;5;2012;268;101;60.3;46.7;1;1;431;400;30;35;26;1;1;1;4;4;6;;5_268;5_268;5_268_2012;11
CHOR05;5;2006;269;101;59.7;41;2;2;390;385;NA;NA;NA;1;3;2;6;4;6;F3, G2-1;5_268;5_269;5_269_2006;22
CHOR05;5;2006;270;101;54.8;43.7;1;1;390;403;NA;NA;NA;1;1;1;4;4;6;F3;5_269;5_270;5_270_2006;11
CHOR05;5;2012;270;101;54.8;43.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_270;5_270;5_270_2012;44
CHOR05;5;2006;271;101;52.4;46;1;1;267;270;NA;NA;NA;1;1;2;4;4;6;F3;5_270;5_271;5_271_2006;11
CHOR05;5;2012;271;101;52.4;46;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_271;5_271;5_271_2012;44
CHOR05;5;2006;272;101;50.9;46.1;1;1;560;585;NA;NA;NA;1;1;1;4;4;6;;5_271;5_272;5_272_2006;11
CHOR05;5;2012;272;101;50.9;46.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_272;5_272;5_272_2012;44
CHOR05;5;2006;273;101;52.5;42.6;1;1;370;380;NA;NA;NA;1;1;1;4;4;6;F3;5_272;5_273;5_273_2006;11
CHOR05;5;2012;273;101;52.5;42.6;1;1;372;381;NA;NA;NA;1;1;1;4;4;6;;5_273;5_273;5_273_2012;11
CHOR05;5;2006;274;101;51.7;40.7;1;1;350;335;NA;NA;NA;1;1;1;4;4;6;F3;5_273;5_274;5_274_2006;11
CHOR05;5;2012;274;101;51.7;40.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_274;5_274;5_274_2012;44
CHOR05;5;2006;275;411;45.3;43;1;1;176;102;NA;NA;NA;3;3;3;6;6;4;F2, F4;5_274;5_275;5_275_2006;11
CHOR05;5;2012;275;411;45.3;43;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_275;5_275;5_275_2012;44
CHOR05;5;2006;276;101;44.7;42.3;1;1;380;377;NA;NA;NA;1;1;1;4;4;6;F3;5_275;5_276;5_276_2006;11
CHOR05;5;2012;276;101;44.7;42.3;1;1;382;380;NA;NA;NA;1;1;1;4;4;6;;5_276;5_276;5_276_2012;11
CHOR05;5;2006;277;101;43.1;41.2;1;1;397;410;NA;NA;NA;1;1;1;4;4;6;F3;5_276;5_277;5_277_2006;11
CHOR05;5;2012;277;101;43.1;41.2;1;1;410;400;NA;NA;NA;1;1;1;4;4;6;;5_277;5_277;5_277_2012;11
CHOR05;5;2006;278;101;46;49.5;1;1;337;357;NA;NA;NA;1;1;1;4;4;6;F3;5_277;5_278;5_278_2006;11
CHOR05;5;2012;278;101;46;49.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_278;5_278;5_278_2012;44
CHOR05;5;2006;279;101;41.6;42;1;1;270;276;NA;NA;NA;1;1;2;4;4;6;F3;5_278;5_279;5_279_2006;11
CHOR05;5;2012;279;101;41.6;42;1;1;279;269;NA;NA;NA;1;1;2;4;4;6;;5_279;5_279;5_279_2012;11
CHOR05;5;2006;280;101;41.9;48.5;1;1;475;463;NA;NA;NA;1;1;1;4;4;6;;5_279;5_280;5_280_2006;11
CHOR05;5;2012;280;101;41.9;48.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_280;5_280;5_280_2012;44
CHOR05;5;2006;281;101;40.6;48.4;1;1;427;446;NA;NA;NA;1;1;1;4;4;6;F6;5_280;5_281;5_281_2006;11
CHOR05;5;2012;281;101;40.6;48.4;1;1;430;447;NA;NA;NA;1;1;1;4;4;6;;5_281;5_281;5_281_2012;11
CHOR05;5;2006;282;411;38.7;43.4;1;1;153;160;NA;NA;NA;2;2;2;5;6;4;;5_281;5_282;5_282_2006;11
CHOR05;5;2012;282;411;38.7;43.4;1;1;178;186;NA;NA;NA;2;2;3;5;6;4;G1;5_282;5_282;5_282_2012;11
CHOR05;5;2006;283;101;37.6;43;3;7;182;186;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_282;5_283;5_283_2006;37
CHOR05;5;2012;283;101;37.6;43;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_283;5_283;5_283_2012;99
CHOR05;5;2006;284;101;38;44;3;7;230;235;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_283;5_284;5_284_2006;37
CHOR05;5;2012;284;101;38;44;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_284;5_284;5_284_2012;99
CHOR05;5;2006;285;101;37.4;45.6;1;1;346;345;NA;NA;NA;1;1;1;4;4;6;F3;5_284;5_285;5_285_2006;11
CHOR05;5;2012;285;101;37.4;45.6;1;1;350;347;NA;NA;NA;1;3;2;6;4;6;P2,S4;5_285;5_285;5_285_2012;11
CHOR05;5;2006;286;101;32.1;47.9;1;1;465;455;NA;NA;NA;1;3;1;6;5;6;F3, P4, F6;5_285;5_286;5_286_2006;11
CHOR05;5;2012;286;101;32.1;47.9;1;1;457;467;NA;NA;NA;1;1;1;4;4;6;;5_286;5_286;5_286_2012;11
CHOR05;5;2006;287;101;31.4;42.1;3;7;220;209;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_286;5_287;5_287_2006;37
CHOR05;5;2012;287;101;31.4;42.1;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_287;5_287;5_287_2012;99
CHOR05;5;2006;288;101;31.1;43.7;1;1;500;468;NA;NA;NA;1;1;1;4;4;6;F2;5_287;5_288;5_288_2006;11
CHOR05;5;2012;288;101;31.1;43.7;1;1;502;468;NA;NA;NA;1;1;1;4;NA;6;;5_288;5_288;5_288_2012;11
CHOR05;5;2006;289;411;27.1;46.4;1;1;120;112;NA;NA;NA;3;2;3;5;6;4;F7;5_288;5_289;5_289_2006;11
CHOR05;5;2012;289;411;27.1;46.4;1;1;142;148;NA;NA;NA;3;2;2;5;6;4;G6;5_289;5_289;5_289_2012;11
CHOR05;5;2006;290;411;26.7;46.4;1;1;65;70;NA;NA;NA;3;2;3;5;6;4;F2;5_289;5_290;5_290_2006;11
CHOR05;5;2012;290;411;26.7;46.4;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_290;5_290;5_290_2012;35
CHOR05;5;2006;291;101;23.1;42.7;1;1;456;440;NA;NA;NA;1;1;1;4;4;6;F3;5_290;5_291;5_291_2006;11
CHOR05;5;2012;291;101;23.1;42.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_291;5_291;5_291_2012;44
CHOR05;5;2006;292;101;27.1;47;1;1;196;200;NA;NA;NA;1;2;1;5;5;4;F3;5_291;5_292;5_292_2006;11
CHOR05;5;2012;292;101;27.1;47;3;8;200;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_292;5_292;5_292_2012;38
CHOR05;5;2006;293;101;28.2;48.9;1;1;430;425;NA;NA;NA;1;1;1;4;4;6;F3;5_292;5_293;5_293_2006;11
CHOR05;5;2012;293;101;28.2;48.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_293;5_293;5_293_2012;44
CHOR05;5;2006;294;101;24.7;49.5;1;1;648;630;NA;NA;NA;1;1;1;4;4;6;F3;5_293;5_294;5_294_2006;11
CHOR05;5;2012;294;101;24.7;49.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_294;5_294;5_294_2012;44
CHOR05;5;2006;295;101;22.8;49.3;3;7;215;219;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_294;5_295;5_295_2006;37
CHOR05;5;2012;295;101;22.8;49.3;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_295;5_295;5_295_2012;99
CHOR05;5;2006;296;101;22.6;47;1;1;208;210;NA;NA;NA;1;3;2;6;5;6;F3, K1;5_295;5_296;5_296_2006;11
CHOR05;5;2012;296;101;22.6;47;1;1;209;215;NA;NA;NA;1;1;2;4;4;6;;5_296;5_296;5_296_2012;11
CHOR05;5;2006;297;101;18.7;49.8;1;1;288;300;NA;NA;NA;1;1;1;4;4;6;F3;5_296;5_297;5_297_2006;11
CHOR05;5;2012;297;101;18.7;49.8;1;1;290;300;NA;NA;NA;1;1;2;4;4;6;;5_297;5_297;5_297_2012;11
CHOR05;5;2006;298;101;13.6;45;1;1;470;505;NA;NA;NA;1;1;1;4;4;6;F3;5_297;5_298;5_298_2006;11
CHOR05;5;2012;298;101;13.6;45;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_298;5_298;5_298_2012;44
CHOR05;5;2006;299;411;10.6;41.4;1;1;111;120;NA;NA;NA;3;2;3;5;6;4;F4;5_298;5_299;5_299_2006;11
CHOR05;5;2012;299;411;10.6;41.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_299;5_299;5_299_2012;44
CHOR05;5;2006;300;101;11.4;46.9;1;1;460;455;NA;NA;NA;1;1;1;4;4;6;F3;5_299;5_300;5_300_2006;11
CHOR05;5;2012;300;101;11.4;46.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_300;5_300;5_300_2012;44
CHOR05;5;2006;301;101;6.5;42.1;1;1;332;346;NA;NA;NA;1;1;1;4;4;6;F3;5_300;5_301;5_301_2006;11
CHOR05;5;2012;301;101;6.5;42.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_301;5_301;5_301_2012;44
CHOR05;5;2006;302;411;9.5;49.7;1;1;208;200;NA;NA;NA;2;2;3;5;6;4;F2, F7;5_301;5_302;5_302_2006;11
CHOR05;5;2012;302;411;9.5;49.7;1;1;225;232;NA;NA;NA;2;2;2;4;6;4;P2,G1;5_302;5_302;5_302_2012;11
CHOR05;5;2006;303;101;7.1;45.1;1;1;320;310;NA;NA;NA;1;3;2;6;4;6;F3, G2-1;5_302;5_303;5_303_2006;11
CHOR05;5;2012;303;101;7.1;45.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_303;5_303;5_303_2012;44
CHOR05;5;2006;304;441;5.8;49.6;1;1;220;239;NA;NA;NA;1;3;2;6;6;4;F2, F3, P2, P4;5_303;5_304;5_304_2006;11
CHOR05;5;2012;304;441;5.8;49.6;1;1;220;245;NA;NA;NA;2;2;2;5;6;4;;5_304;5_304;5_304_2012;11
CHOR05;5;2006;305;441;5.5;49;1;1;250;250;NA;NA;NA;1;2;2;5;5;4;F3;5_304;5_305;5_305_2006;11
CHOR05;5;2012;305;441;5.5;49;1;1;259;259;NA;NA;NA;2;1;1;5;6;4;;5_305;5_305;5_305_2012;11
CHOR05;5;2006;306;101;3.6;42.8;1;1;487;485;NA;NA;NA;1;2;1;4;4;6;F3, P4;5_305;5_306;5_306_2006;11
CHOR05;5;2012;306;101;3.6;42.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_306;5_306;5_306_2012;44
CHOR05;5;2006;307;101;3.3;40.6;1;1;556;520;NA;NA;NA;1;1;1;4;4;6;F3;5_306;5_307;5_307_2006;11
CHOR05;5;2012;307;101;3.3;40.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_307;5_307;5_307_2012;44
CHOR05;5;2006;308;101;2;48.2;3;6;208;194;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_307;5_308;5_308_2006;36
CHOR05;5;2012;308;101;2;48.2;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_308;5_308;5_308_2012;99
CHOR05;5;2006;309;101;1.7;46.8;1;1;215;195;NA;NA;NA;1;2;2;6;4;6;F3, K1;5_308;5_309;5_309_2006;11
CHOR05;5;2012;309;101;1.7;46.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_309;5_309;5_309_2012;44
CHOR05;5;2006;310;101;0.4;52.1;1;1;478;496;NA;NA;NA;1;1;1;4;4;6;F3;5_309;5_310;5_310_2006;11
